Year,Company,Corpus,text_length,Corpus_token,Corpus_string,Corpus_string_fdist,Corpus_string_lem,is_equal,neg,neu,pos,compound,Sentiment
2018,Snowflake,snowflake's cloud data platform has simplified our data storage and analysis. it's a game-changer.,98,"['snowflake', 'cloud', 'data', 'platform', 'simplified', 'data', 'storage', 'analysis', 'game', 'changer']",snowflake cloud data platform simplified data storage analysis game changer,snowflake cloud data platform simplified data storage analysis game changer,snowflake cloud data platform simplified data storage analysis game changer,True,0.0,1.0,0.0,0.0,neutral
2019,PagerDuty,pagerduty's incident response platform has helped us improve our incident management processes.,95,"['pagerduty', 'incident', 'response', 'platform', 'helped', 'us', 'improve', 'incident', 'management', 'processes']",pagerduty incident response platform helped improve incident management processes,pagerduty incident response platform helped improve incident management processes,pagerduty incident response platform helped improve incident management processes,True,0.0,0.734,0.266,0.4404,positive
2016,Twilio,twilio's sms apis have allowed us to integrate sms notifications into our application seamlessly.,97,"['twilio', 'sms', 'apis', 'allowed', 'us', 'integrate', 'sms', 'notifications', 'application', 'seamlessly']",twilio sms apis allowed integrate sms notifications application seamlessly,twilio sms apis allowed integrate sms notifications application seamlessly,twilio sms apis allowed integrate sms notifications application seamlessly,True,0.0,1.0,0.0,0.0,neutral
2017,MongoDB,mongodb's flexible document model has made it easier for us to handle complex data structures.,94,"['mongodb', 'flexible', 'document', 'model', 'made', 'easier', 'us', 'handle', 'complex', 'data', 'structures']",mongodb flexible document model made easier handle complex data structures,mongodb flexible document model made easier handle complex data structures,mongodb flexible document model made easier handle complex data structures,True,0.0,0.63,0.37,0.5719,positive
2018,Zoom,zoom's webinar feature has been incredibly useful for hosting online presentations and workshops.,97,"['zoom', 'webinar', 'feature', 'incredibly', 'useful', 'hosting', 'online', 'presentations', 'workshops']",zoom webinar feature incredibly useful hosting online presentations workshops,zoom webinar feature incredibly useful hosting online presentations workshops,zoom webinar feature incredibly useful hosting online presentations workshops,True,0.0,0.715,0.285,0.4927,positive
2019,Atlassian,atlassian's agile project management tools have streamlined our development processes. it's a productivity booster.,115,"['atlassian', 'agile', 'project', 'management', 'tools', 'streamlined', 'development', 'processes', 'productivity', 'booster']",atlassian agile project management tools streamlined development processes productivity booster,atlassian agile project management tools streamlined development processes productivity booster,atlassian agile project management tools streamlined development processes productivity booster,True,0.0,1.0,0.0,0.0,neutral
2016,Zscaler,zscaler's cloud security architecture has simplified our network security infrastructure. it's efficient and reliable.,118,"['zscaler', 'cloud', 'security', 'architecture', 'simplified', 'network', 'security', 'infrastructure', 'efficient', 'reliable']",zscaler cloud security architecture simplified network security infrastructure efficient reliable,zscaler cloud security architecture simplified network security infrastructure efficient reliable,zscaler cloud security architecture simplified network security infrastructure efficient reliable,True,0.0,0.479,0.521,0.765,positive
2017,Okta,okta's single sign-on solution has made it effortless for our employees to access multiple applications.,104,"['okta', 'single', 'sign', 'solution', 'made', 'effortless', 'employees', 'access', 'multiple', 'applications']",okta single sign solution made effortless employees access multiple applications,okta single sign solution made effortless employees access multiple applications,okta single sign solution made effortless employees access multiple applications,True,0.0,0.796,0.204,0.3182,positive
2018,CrowdStrike,crowdstrike's threat intelligence has helped us proactively defend against cyber threats. it's a must-have.,107,"['crowdstrike', 'threat', 'intelligence', 'helped', 'us', 'proactively', 'defend', 'cyber', 'threats', 'must']",crowdstrike threat intelligence helped proactively defend cyber threats must,crowdstrike threat intelligence helped proactively defend cyber threats must,crowdstrike threat intelligence helped proactively defend cyber threats must,True,0.405,0.392,0.203,-0.4767,negative
2019,Datadog,datadog's integrations with various services have given us a comprehensive view of our application's health.,108,"['datadog', 'integrations', 'various', 'services', 'given', 'us', 'comprehensive', 'view', 'application', 'health']",datadog integrations various services given comprehensive view application health,datadog integrations various services given comprehensive view application health,datadog integrations various services given comprehensive view application health,True,0.0,0.8,0.2,0.25,positive
2015,Johnson & Johnson,impressed with johnson & johnson's commitment to developing innovative healthcare solutions. their products have made a 1 impact on many lives.,143,"['impressed', 'johnson', 'johnson', 'commitment', 'developing', 'innovative', 'healthcare', 'solutions', 'products', 'made', '1', 'impact', 'many', 'lives']",impressed johnson johnson commitment developing innovative healthcare solutions products made impact many lives,impressed johnson johnson commitment developing innovative healthcare solutions products made impact many lives,impressed johnson johnson commitment developing innovative healthcare solutions products made impact many lives,True,0.0,0.466,0.534,0.8519,positive
2016,Pfizer,pfizer's research and development efforts continue to bring life-saving medications to market. grateful for their contributions to the healthcare industry.,155,"['pfizer', 'research', 'development', 'efforts', 'continue', 'bring', 'life', 'saving', 'medications', 'market', 'grateful', 'contributions', 'healthcare', 'industry']",pfizer research development efforts continue bring life saving medications market grateful contributions healthcare industry,pfizer research development efforts continue bring life saving medications market grateful contributions healthcare industry,pfizer research development efforts continue bring life saving medications market grateful contributions healthcare industry,True,0.0,0.812,0.188,0.4588,positive
2017,Merck & Co.,merck's advancements in pharmaceuticals have significantly improved patient outcomes. exciting to see their breakthrough treatments.,132,"['merck', 'advancements', 'pharmaceuticals', 'significantly', 'improved', 'patient', 'outcomes', 'exciting', 'see', 'breakthrough', 'treatments']",merck advancements pharmaceuticals significantly improved patient outcomes exciting see breakthrough treatments,merck advancements pharmaceuticals significantly improved patient outcomes exciting see breakthrough treatments,merck advancements pharmaceuticals significantly improved patient outcomes exciting see breakthrough treatments,True,0.0,0.588,0.412,0.743,positive
2018,AbbVie,abbvie's dedication to developing therapies for challenging diseases is commendable. they are making a difference in the healthcare landscape.,142,"['abbvie', 'dedication', 'developing', 'therapies', 'challenging', 'diseases', 'commendable', 'making', 'difference', 'healthcare', 'landscape']",abbvie dedication developing therapies challenging diseases commendable making difference healthcare landscape,abbvie dedication developing therapies challenging diseases commendable making difference healthcare landscape,abbvie dedication developing therapies challenging diseases commendable making difference healthcare landscape,True,0.0,0.862,0.138,0.1531,positive
2019,Amgen,amgen's biotechnology innovations have revolutionized the treatment options for various diseases. their contributions are invaluable.,133,"['amgen', 'biotechnology', 'innovations', 'revolutionized', 'treatment', 'options', 'various', 'diseases', 'contributions', 'invaluable']",amgen biotechnology innovations revolutionized treatment options various diseases contributions invaluable,amgen biotechnology innovations revolutionized treatment options various diseases contributions invaluable,amgen biotechnology innovations revolutionized treatment options various diseases contributions invaluable,True,0.0,1.0,0.0,0.0,neutral
